name,priority,dec_j2000,ra_j2000,v_mag,t0_bjd_tdb,t0_unc,period_days,period_unc,min_telescope_inches,depth_r_mmag,duration_hours,rp_over_rs,sma_over_rs,inclination,eccentricity,periastron
WASP-162b,medium,-17:39:27.885,11:13:10.2913,12.21,2458288.48694,0.00027,9.6246647,3.5e-06,5.56,10.81653318604437,4.27,0.0933,17.0,89.3,0.434,358.1
WASP-163b,low,-10:24:46.742,17:06:09.0131,12.663,2457918.46277,0.0004,1.6096884,1.5e-06,6.22,16.63444720611249,2.26,0.119,5.62,85.42,0.0,0.0
WASP-164b,low,-60:26:52.115,22:59:29.6187,12.62,2458424.74756,0.00017,1.77713687,2.9e-07,6.64,14.425112768111939,1.62,0.1242,6.5,82.73,0.0,0.0
WASP-165b,medium,-17:04:39.291,23:50:19.3250,12.683,2458425.9854,0.00079,3.4655064,3.5e-06,12.71,6.241369787351561,4.24,0.074,5.9,84.9,0.0,0.0
WASP-166b,high,-20:58:56.877,09:39:30.0860,9.35,2458704.04579,0.00031,5.4435423,3.1e-06,10.14,3.2863849765258215,3.6,0.05301,11.3,88.0,0.0,0.0
WASP-167b,medium,-35:32:58.321,13:04:10.5340,10.52,2458117.02169,0.00019,2.02195933,3.3e-07,5.37,8.312620822977077,2.98,0.0906,4.23,79.9,0.0,0.0
WASP-168b,low,-46:49:17.226,06:26:58.7141,12.12,2458737.08435,0.00031,4.1536573,1.5e-06,7.4,8.754487710577187,1.91,0.1309,9.881,84.4,0.0,0.0
WASP-169b,high,-12:56:41.106,08:29:32.9490,12.17,2458763.18829,0.00059,5.6114206,4.5e-06,9.76,5.3484304519930035,6.09,0.0668,7.3,87.9,0.0,0.0
WASP-170b,low,-20:43:13.344,09:01:39.9237,12.613,2458571.47948,0.00015,2.34477786,4.9e-07,6.11,14.52637392985363,2.06,0.1175,7.71,84.87,0.0,0.0
WASP-171b,low,-44:05:19.299,11:27:22.8248,12.573,2458594.43561,0.00087,3.8186258,5.9e-06,14.48,4.621191199484488,4.61,0.061806148561449774,6.64,88.3,0.0,0.0
WASP-172b,high,-47:14:15.277,13:17:44.1223,10.99,2458856.24722,0.0002,5.4774317,1.1e-06,5.4,8.257387462027065,5.41,0.0849,7.69,86.7,0.0,0.0
WASP-173Ab,medium,-34:36:40.562,23:36:40.3765,11.15,2458504.95428,9.7e-05,1.38665333,2.3e-07,5.0,14.489551689220288,2.32,0.1109,4.78,85.2,0.0,0.0
WASP-174b,medium,-41:23:05.412,13:03:10.5634,11.79,2458503.1897,0.00018,4.2336995,1.8e-06,9.66,6.462303231151615,2.05,0.0927,9.17,84.2,0.0,0.0
WASP-175b,medium,-34:07:21.976,11:05:16.5422,12.959,2457744.5874,0.00027,3.06529495,8.7e-07,7.03,11.479333517444537,2.69,0.1032,7.86,85.33,0.0,0.0
WASP-176b,high,+09:10:44.724,20:54:44.9567,12.01,2458234.17788,0.0007,3.89905,0.0001,7.48,7.603792690785234,5.08,0.08,6.03,86.7,0.0,0.0
WASP-177b,low,-01:50:03.079,22:19:11.3367,12.46,2458584.14248,0.00017,3.07172019,6.9e-07,7.85,10.383871858602594,1.61,0.136,9.25,84.14,0.0,0.0
WASP-178b,alert,-42:42:17.789,15:09:04.8930,9.95,2456927.06917,0.00047,3.3448285,1.2e-06,5.0,13.467734511645034,3.49,0.1115,7.17,85.7,0.0,0.0
WASP-180Ab,medium,-01:58:57.985,08:13:34.1536,10.68,2458206.519399,4.9e-05,3.4092646,2.5e-07,5.0,14.52637392985363,3.2,0.11091,8.75,88.1,0.0,0.0
WASP-181b,low,+03:07:58.897,01:47:10.3796,12.91,2458741.95975,0.00012,4.51949982,6e-07,7.4,18.98186504648808,3.07,0.1261,12.09,88.38,0.0,0.0
WASP-182b,high,-41:49:15.202,20:46:41.5598,11.98,2458018.66098,0.00067,3.3769848,2.4e-06,15.12,4.179324311884378,2.6,0.0653,7.29,83.88,0.0,0.0
WASP-183b,low,-00:44:13.811,10:55:09.3535,13.01,2459465.56094,0.00025,4.1117634,5.1e-06,7.74,22.92184479425573,2.09,0.195,11.44,85.37,0.0,0.0
WASP-184b,alert,-30:20:53.271,13:58:04.0876,12.72,2457630.0088,0.001,5.1817,1e-05,9.69,8.018042897910338,4.8,0.0831,8.19,86.9,0.0,0.0
WASP-185b,alert,-19:32:32.208,14:16:14.3136,11.019,2456935.9828,0.002,9.38755,2e-05,6.57,6.950197919543403,4.67,0.0854,12.9,86.8,0.24,318.0
WASP-186b,low,+21:37:01.006,01:15:58.8508,10.81,2458911.37522,0.00034,5.0267952,1.4e-06,8.13,5.6430083770597435,2.7,0.0781,8.78,83.59,0.33,173.0
WASP-187b,alert,+25:40:54.103,01:09:53.9653,10.29,2455197.3537,0.002,5.147878,5e-06,10.25,3.498112860167541,5.94,0.0592,4.96,81.19,0.0,0.0
WASP-189b,high,-03:01:52.986,15:02:44.8678,6.618,2456706.4566,0.0023,2.7240308,2.8e-06,5.0,5.523336095001381,4.39,0.07045,4.6,84.03,0.0,0.0
WASP-190b,high,-40:34:24.319,00:30:50.2350,11.65,2458507.6709,0.00033,5.3677675,2.5e-06,7.51,7.125103562551781,4.54,0.0787,8.89,87.1,0.0,0.0
WASP-192b,low,-38:44:40.344,14:54:38.0915,12.67,2459079.13701,0.00038,2.8786676,1.6e-06,10.17,8.432293105035441,2.33,0.0962,6.65,82.7,0.0,0.0
Wolf503b,high,-06:08:12.729,13:47:23.4437,10.28,2458185.3609,0.0005,6.00118,0.00011,57.52,0.8100892939335358,1.32,0.0269,28.8,88.8,0.0,0.0
XO-1b,low,+28:10:10.419,16:02:11.8463,11.25,2455787.553228,7.7e-05,3.94150468,2e-07,5.0,21.41213292828869,2.97,0.1326,11.24,88.8,0.0,0.0
XO-2Nb,low,+50:13:32.921,07:48:06.4726,11.138,2457417.57469,0.00013,2.61585982,1.7e-07,5.0,13.486145631961705,2.71,0.1049,7.93,88.0,0.0,0.0
XO-3b,low,+57:49:01.892,04:21:52.7044,9.85,2457417.98678,0.00013,3.19152449,2e-07,5.0,8.036454018227008,2.94,0.0882,7.05,84.11,0.2769,347.2
XO-4b,low,+58:16:05.111,07:21:33.1602,10.81,2456878.47303,0.00023,4.12506679,4.8e-07,5.0,9.34364356071067,4.43,0.0881,7.68,88.8,0.0,0.0
XO-5b,low,+39:05:40.460,07:46:51.9615,12.1,2456399.47297,0.00026,4.18775631,4.9e-07,5.63,12.224983890269721,3.12,0.1039,9.85,86.8,0.0,0.0
XO-6b,low,+73:49:39.591,06:19:10.3709,10.25,2458994.53906,0.0001,3.76499245,9.7e-07,5.0,13.044278744361593,2.9,0.11,9.08,86.0,0.0,0.0
XO-7b,low,+85:13:59.575,18:29:54.9290,10.52,2459111.81975,0.00011,2.8641356,1e-06,5.0,9.260793519285649,2.79,0.09532,6.43,83.45,0.0,0.0
piMenc,high,-80:28:08.831,05:37:09.8851,5.67,2458820.66245,0.0003,6.2678293,5.2e-06,78.12,0.32219460554174717,2.97,0.01721,13.1,87.31,0.0,0.0
